"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40"
"X55B.G_S40.Me",216.730354151315,-133.886557521896,-6.7287269674599,-46.4913616706474,22.8584072249022,128.732727590853,-234.847102575677,56.1418079209208,35.0758490546321,44.3874692535684,-49.9384022847984,18.0483619536164,-11.043931466977,-7.25182963329784,-18.2600272289141,6.76214722053248,8.70391884939375,6.05689210196659,-2.37788961330836,-3.54816206321562,-2.10406696548086,4.92159675888311,5.01082873529983,8.70573025369512,-0.96002306092371,13.4594058950587,2.75569538025847,2.05011777769322,-4.55535049824495,-8.72400622430564,-10.4404531349501,-5.28449173871701,51.0073913484153,196.134916892782,-18.0961673130533,-10.1506459961765,-7.32528203708886,-2.8823921053606,2.30035412048938,-1.51824910879072e-12
"X55Y.F_S61.Me",-52.4529665781422,-29.8019568859623,46.7761612212617,29.0016171236718,-35.5295274559683,132.827600002602,8.32486922946922,12.3954657566406,30.5343943327004,-320.177665329783,25.3909731234547,20.0939349246802,1.21533877285308,-4.96844097332246,5.19274966457598,28.0920374100707,3.64381417342398,19.4150110159547,-6.26889045870653,-7.01892163505622,-3.79176824331424,-3.25836057464663,-0.285604766757242,-11.6803227903604,-0.677654616522606,4.33727790438936,0.491592718569356,-12.9890181248316,-2.04556284661756,32.3794511367,72.9143761934124,191.655412071301,-14.5098249972562,11.5801278622241,-15.362952127986,4.42384869452483,-2.91089896015179,4.6856483996211,2.85949600220775,7.05152817105474e-12
"X55Y.G_S10.Me",-71.7308889129814,-11.1044107798127,46.416178820997,35.6542909335551,-26.5186547999327,127.596990594095,-8.76032160848754,20.3500653784845,42.6694292878062,-337.294882881486,-5.24269000339504,39.7826927784792,-6.75107887326898,2.54982250552153,4.15011946054168,17.8221030692152,9.63090055330655,11.948795256886,-4.51870193899961,-5.29034827104966,5.447260036421,7.88873300548169,-6.07463188462626,-2.98310303303282,-10.3610714400433,2.69522523973364,-7.25486981590829,-4.04260413784201,-5.44385435082633,-24.3201688974386,-66.1947350912534,-185.782788389199,12.0839915736513,-10.5741403504275,16.3159549750163,-1.95523694715814,1.39926669977469,-5.0674071792097,-5.3457639329825,-1.45538271646879e-12
"X56Y.G_S53.Me",-18.6175094343396,16.9773949630536,-31.6056822688637,26.0401017487729,-13.5651864629512,6.99199493576678,59.6813760158751,-1.73412761140301,-2.8638088895715,-5.49821354242698,-51.7254497057995,53.4410539905766,-15.0989132684043,-29.6766908946222,-346.243136652875,-198.797252919267,18.6429537059571,-86.0206502520953,33.3553209192489,66.722490002987,-39.0350414287829,29.6772411119638,-14.1948353702441,29.493176101513,-34.3864731596212,21.1623836953791,52.637765126039,-23.2442899675498,24.7513763482403,7.17939666871457,1.38615478921398,4.88914900678603,0.659441317861221,0.13928540017279,5.79496932398225,2.94457955902559,1.7173077590508,-2.73138961146852,-0.921288608730841,-6.31701559550973e-13
"X61W.F_S38.Me",59.3600214138463,-49.0446739654935,-57.0937361265569,44.6469977085547,-51.8283118984047,37.8645024325929,75.8761216082356,-113.66350633407,-20.064206042155,27.2517945146229,45.1803397869946,-104.371122972122,100.245140717941,-263.90992128424,-0.911201851857238,8.09816489842038,-40.3525580819365,134.188645306594,-98.7195716783345,88.7293309144935,20.412976288751,56.612463112343,-64.9891483936211,45.2925873072079,-133.016177554171,-28.4294065381408,-84.9359998032882,-11.8424312143649,-11.3665640363646,-12.0245028016082,-8.20044049726206,-1.93343887566177,5.25046561281456,-0.829546673731627,-1.19914767811847,-0.259789654950448,2.99213117504245,0.67935279251582,1.18821346125713,-1.75565882361631e-12
"X67B.F_S20.Me",194.946581564116,308.854287087308,96.1737495536294,-119.751682816458,164.418446121164,33.1972910993561,47.8271429167415,-5.47170615624929,-54.9368661576159,-24.513712906445,22.3438007426634,5.49001796453153,10.586207812244,3.91623189133427,-4.02151392574923,19.7811400617696,-22.7137689701948,17.4444775733601,-0.164378938328827,4.87568301383113,8.11902804323882,6.77183221461023,-2.63723604155281,7.32521340499818,-0.120238157436677,-12.8478477399213,4.04695357706946,-2.923853586748,11.9805519291453,5.16074208489318,0.920945454680157,13.8677169602439,8.05240672155785,2.26947724021658,124.954466560753,-122.827747124796,-1.81226320621804,0.72226191318124,0.790069614682828,-1.32889257866038e-11
"X67B.G_S8.Me",159.265178030255,284.107854666774,71.4677895590463,-91.0879223798526,134.696451038718,26.8214520962293,42.5420494670465,-4.33715669830215,-43.2526140612677,-15.4246578648076,1.39395068223968,14.9921053153584,3.1186049193157,-3.06948230794473,-0.59476921860433,15.383505297353,-4.65150830836232,9.51891222004465,-4.35147851170886,0.37486743463892,8.03558445728791,2.23993494294114,-0.105696579026248,6.90168844083052,-3.9568878955521,-0.957895389459965,2.17329255884621,1.44142369353343,2.77093827712909,-1.41519039963784,-0.513007393434314,-15.2905531060311,-9.99894232552053,-3.64421261164174,-143.87169772481,143.41645784255,3.78204763297885,-1.53918277209464,-1.68300182420715,-6.58395939764217e-12
"X67W.G_S86.Me",-13.0815741298158,25.6797612398458,-53.9365816300731,42.2206336515726,-31.9764484397477,-1.16397638542578,-11.3877159476254,-8.7305314040748,13.5559975534425,10.4783483265448,-93.3645351984469,46.8680094942585,-73.0832660912694,49.5298271687642,100.768630378061,-7.03201150914989,-24.8915689097878,-143.789253504091,-222.732292092264,197.232901248473,63.6424101522672,-4.58640324759312,28.9961882417886,21.6566467975094,3.30648194052303,-140.324625519457,81.422421567086,-25.5184008126912,42.4036489975554,15.0868337458664,6.25731024642598,1.84410853709209,-0.271778262511173,-1.25919583799132,4.61590331230182,1.70025642838835,0.604253160295819,-0.0433814651363275,-0.838173269375455,7.57375533003233e-13
"X6O.F_S6.Me",-30.7923171106797,50.7552186667604,-57.0635510678311,37.6200537322515,-19.5580937620153,12.550618022498,32.4031765074024,-29.5430588242733,8.80653340265006,35.8957536645468,-119.064590230975,31.5360213964093,10.7924736820287,-10.338953085058,41.8651706824482,17.4891442840638,2.59505864985788,-80.4694618908534,-54.3652413749962,-1.4191097748708,41.2548195208772,21.2942071690257,135.067565612102,-15.3276888443609,11.2342196413025,257.128066216802,-151.608421092092,-144.961017853185,10.0229988336853,5.38487698533453,-0.649582827633244,2.74905075753121,-1.7298297170129,-1.03806882207224,7.54620808560088,-3.71952638439706,-0.722722447949298,1.34350618576176,-1.28923354610065,3.37385230430448e-13
"X6W.F_S50.Me",17.9331593740548,-27.4858829605576,-31.8919650171061,64.3228908302472,-35.9011661946153,16.7679389866316,41.6979864600343,-21.0941644343821,0.1929395088974,35.7484967517648,-48.1281884932167,-1.68059063730609,2.80768982930142,152.683317954422,-63.1565140401366,85.0175502237603,-219.769620658339,82.7478844301564,130.569179153242,124.885067174835,67.0397760439503,36.9767938657263,-93.608068917249,-125.675406835157,62.4942356226347,-47.9300705282837,-75.5142156797491,-72.7565584063944,-19.9144690468039,-14.0534560025208,-3.47791176537091,0.605961156182066,0.791295131892577,-0.329757845081474,-4.95641304893889,3.15682979825264,1.91108670532411,1.05228910840281,-0.274480391921748,4.47934813969496e-12
"X72Y.F_S28.Me",4.89150283732524,-1.3624245521942,-38.1445572665072,55.4901484729395,-49.7970881639923,5.24760252576203,49.592381324135,-59.3737302769601,-2.45747985010168,23.0572764637429,-36.9741660106064,-30.4665054499198,18.2685171437737,7.79295465573658,-17.2279127183088,62.6667618518652,-45.3263133748817,139.342876716045,15.0795918169839,45.4879055568182,86.4795102951596,-113.409939915154,113.00203130385,-0.703600904888373,-18.0478451958831,143.667351648144,250.024111623942,91.1169985622227,-8.52968999509963,-6.26628591573242,-8.5642874233205,-1.69750434151191,4.53619473379133,-1.89716547153601,3.16274312349056,-0.841479161453579,3.51052350090377,1.50523193799207,0.71691000106548,3.90401151348103e-13
"X75Y.G_S9.Me",1.89039136502959,13.2437989321152,-89.0575215249427,36.5657887200756,-35.7168683488295,14.4376028268819,67.9813434510961,-44.6234719797406,-19.813195039391,46.8015253839193,-73.7805175292275,32.0836274941692,28.0486922249107,87.7060048379796,-74.651422422699,198.200183706587,323.546044778431,40.7914314597473,33.1789287649318,37.7243196951216,17.144020305841,39.804008802131,-9.3564889094924,-20.6888880910858,-30.8083139733607,-57.4956525633012,-41.4552946160759,28.8591129018875,-2.67901078193434,0.757362553465725,-0.808074211019012,3.49343190697435,-1.99705437612151,-0.106055605309533,4.46551631099164,-3.91087989855495,0.0200720426345857,1.71304076663154,-1.11038166852954,2.67276123650829e-13
"X76Y.F_S46.Me",-56.7227338694143,-83.8189552677687,116.480199128122,233.904958340916,274.74630694193,-78.518959183996,-34.5841437466573,27.792535609194,-27.4203245384234,12.2722952558891,8.13263775381674,-13.2594545986812,11.1231132923658,-9.52620072081324,1.88846039906426,2.36112404494892,16.6537573258724,-1.99170424593663,-7.69446507086229,-1.28979588614609,3.46694648852103,0.299729493860276,4.17232299292121,-3.57432807810702,5.2788416166643,-1.19080615453082,-5.27146912018339,4.88146563797834,-5.09601563215528,-5.5479620589435,-2.34405536795681,5.22368879474591,-7.87284575231097,7.10636089441878,-1.4778557631629,-5.64698398039971,179.143354820192,4.12120834332461,-2.24809257004281,7.89489129046682e-12
"X76Y.G_S85.Me",-50.6775147374185,-79.616551913183,107.677734718947,236.947510184943,269.93318603418,-76.6948340554621,-28.7527002372148,20.415916725625,-27.6509391422289,15.4373104916607,9.00887136555143,-14.3028220321623,10.3858090876951,-9.74897495940871,-3.78966897497081,5.13169019200943,10.3206186237165,7.29234589444832,-10.152649700915,1.36582297037807,1.35446457510174,3.46581551390004,5.19530010085288,-2.28365577963789,4.50897592206783,-0.266261746061477,-1.59976153351805,6.41569598234315,-0.765069625147568,6.22965179636482,9.38101304338394,-3.79449492347553,4.01570469733533,-9.41609184848204,2.26477805172183,6.46975960255275,-181.898353953073,-4.75174670894364,1.25733543141466,6.20173237850935e-12
"X81G.F_S79.Me",23.6344645562151,-3.95650998186966,-15.7965304502175,39.4773011401757,-22.6705819911019,9.26812129301351,25.3443831054563,-41.1751522116258,-13.2106470091188,24.8516234294599,-51.4956774993683,-21.5934886059996,21.7563671615519,83.6817621339733,30.5610235077775,21.1354132830614,-53.284249702129,-40.9973137148822,6.55371317821717,-74.2546471336412,-209.601123340491,-167.023976794254,14.4918624972992,-87.6033806768229,-237.716191171731,-44.6103412809095,1.3381323106921,-56.6467996689103,37.9546197213406,1.05150296153635,0.355956977015491,-4.14342095888402,0.0679012726720098,-0.833849273156828,0.228526701608694,-1.57425617556329,0.342336972741156,-0.0859386055852036,0.550447947003871,2.02479005784184e-12
"X86G.F_S75.Me",-45.5715863772184,62.9242825872361,-26.9424054279106,22.6584040779227,-32.9369552963303,-0.499536280334733,-11.0829960112661,3.66411195368108,-7.98939170249522,28.0822565309922,-94.0616777877672,45.7492384481327,-61.3633508180757,-9.52194017721999,17.1612205060024,-19.784292855561,-31.8686987828499,-20.4852510647441,-16.1376708816844,-8.79727802150226,-70.8678050227118,0.952702032290539,-2.58438906716729,30.1884252783539,-2.2419341957272,-6.60041011104268,-30.4369739415979,90.6475421506004,-322.923073998861,34.1305164665698,3.31332575961114,3.36492172423984,-1.44846799938334,-4.62984272955498,8.3098445618153,-2.62575637255466,-0.711118195565159,-0.884824459320431,-3.92996171241807,-1.81965103792162e-12
"X89Y.F_S31.Me",27.07135977542,-22.9019521178667,-24.5221242808422,45.9400255536363,-39.7330094095842,-23.163293859863,46.0946717304796,-36.8767586041639,22.7176370575207,7.96372401482412,-37.429911787697,-61.5202180103209,48.4497632289974,152.069419332447,2.5898332807555,44.0793022369376,-77.8919181747814,-60.3861903536811,-36.1523643414457,-181.060396685191,71.2214352548863,162.195864757912,-102.006482452255,199.059010851547,-82.3628233200799,23.2569240494435,58.6757419755302,1.66917587029034,13.092970890716,-6.16507488518613,-2.0492747863651,6.66424857403365,-0.144103530341671,-0.93097838963484,0.919831963364009,1.84044674289693,0.965645657945547,-0.128361446860976,1.23152587261318,-1.77631485367112e-12
"X90W.F_S21.Me",129.387774003248,-35.0336687536877,9.42207202160239,-32.3040516341732,-94.5054790215813,-322.421789011625,-17.4438942762433,115.169010910963,-19.1545221461612,-95.1956089560482,-32.4812754556637,39.3396341288854,7.59610210855738,-29.6735311384841,12.1884207026845,8.40196817321504,8.35523712275898,8.25077501290467,14.3979451238494,4.29722187160193,-3.21798824390635,-7.80652326259134,-5.75449019762853,-1.85857039211453,1.41543427896842,4.25161939768013,-12.0860863489808,-1.30787215229238,6.99840699038907,-14.8559040135002,-11.432419514722,24.7074472546527,186.620283869635,-47.5937138937492,6.43172068527547,17.4601470733713,5.47060710169036,-0.0152328105243579,-4.56396409143919,2.39269015841689e-12
