gene_id,mean
LOC127698167,0.1742016254616946
LOC127698174,-0.6350482891394723
LOC127698188,-0.9283923874545308
LOC127698198,0.18613001221290792
LOC127698199,0.16098700027090038
LOC127698227,-0.038735292675959015
LOC127698238,0.17777902315361266
LOC127698259,0.3379573656672315
LOC127698263,0.7097953841454681
LOC127698269,0.2471126164568805
LOC127698272,-0.030292569896738935
LOC127698276,-1.869550312531541
LOC127698379,0.22519463416317353
LOC127698385,0.4225798093810841
LOC127698395,-0.3385516346462621
LOC127698405,-0.0703759175021053
LOC127698408,0.21032363482369468
LOC127698410,-0.1777140842388933
LOC127698445,0.11051858087475576
LOC127698449,-0.14387285507830905
LOC127698474,0.796072821459333
LOC127698480,0.1977390507797871
LOC127698551,0.26824055566335303
LOC127698557,-1.4680996863051128
LOC127698560,0.14514200980819733
LOC127698564,-0.14563555079992294
LOC127698568,-0.7550484979778057
LOC127698577,0.16068262359972527
LOC127698604,-0.750300421631724
LOC127698633,0.12848444302750406
LOC127698634,0.6064082763282699
LOC127698635,0.6680519939167878
LOC127698650,-0.8661348994943076
LOC127698655,0.8347762003171286
LOC127698657,-0.023627297949949326
LOC127698679,0.32435084879637777
LOC127698684,-0.12445407724342665
LOC127698758,-0.007402385303504294
LOC127698771,-0.05307876651224227
LOC127698780,-0.35359372921975146
LOC127698781,0.25691982676822056
LOC127698786,0.00998409548971832
LOC127698798,0.2726899973367513
LOC127698802,0.08763585407200278
LOC127698809,0.3476211673293227
LOC127698819,-0.8852219202042109
LOC127698843,-0.22108052518836221
LOC127698854,0.14170334112142324
LOC127698856,-0.17511832907707803
LOC127698877,-0.1898898432804017
LOC127698893,0.14170334112142324
LOC127698911,-1.1255777159973477
LOC127698926,-0.28727126595416297
LOC127698929,0.028041613486528547
LOC127698934,0.45460405758135947
LOC127698935,-0.026034058766469453
LOC127698938,-0.4092609314207309
LOC127698939,0.3508125856809829
LOC127698940,-0.36182866133514113
LOC127698945,-0.18910099903443578
LOC127698949,0.07944425978574822
LOC127698954,-0.23778711311504064
LOC127698959,-0.31339922310481777
LOC127698968,-0.19906392661973418
LOC127698981,0.22914522641561771
LOC127698983,-0.07359915760617415
LOC127698986,0.43065007263654187
LOC127698999,1.8787841442032045
LOC127699028,-0.009140638701728395
LOC127699065,0.7310058748817588
LOC127699067,0.23103278248746156
LOC127699073,0.39836771055159204
LOC127699088,-0.4293164228969659
LOC127699117,-0.31288306087147333
LOC127699136,0.6092412029788086
LOC127699195,-0.11634414882591952
LOC127699201,0.5927439542032752
LOC127699226,0.1906963128967549
LOC127699240,0.7120533628617947
LOC127699252,-0.17653910644415338
LOC127699265,0.33545890695826275
LOC127699297,-0.15037815514916222
LOC127699657,0.15467453732769215
LOC127699683,-0.07337524196506606
LOC127699759,0.6026895576979024
LOC127699821,0.08258307317728476
LOC127699841,-0.3631698529055173
LOC127699853,-0.3098840905777509
LOC127699901,-0.43372492701717374
LOC127699909,-0.4432367477539212
LOC127699935,0.0389215843926934
LOC127699987,-0.2098070192179317
LOC127700008,1.1637786639706647
LOC127700012,0.19321421237737907
LOC127700020,-0.7379680322048239
LOC127700030,0.14873398779872093
LOC127700032,0.3871804605978288
LOC127700039,-0.17864123496039996
LOC127700044,-0.03835063084914407
LOC127700046,-0.34333256550467656
LOC127700051,0.02332592854098479
LOC127700053,-0.02452805700154802
LOC127700054,-0.22778984161241167
LOC127700060,-0.18830866899900817
LOC127700085,0.9754147441584444
LOC127700153,-0.30639770728896903
LOC127700167,-0.4193305104006404
LOC127700191,0.08591800702060813
LOC127700200,0.5995543475227642
LOC127700207,-1.0217297378475385
LOC127700210,-0.8374491563498896
LOC127700211,1.608974157191045
LOC127700213,0.12238623205149883
LOC127700224,-0.5228123646578204
LOC127700226,-0.3254884672353029
LOC127700229,-0.3692835377892891
LOC127700231,0.05160320782014808
LOC127700237,1.0589513089586906
LOC127700238,0.01309367272144526
LOC127700253,0.010496981745256439
LOC127700315,0.1814535887961963
LOC127700334,-1.2342852751797588
LOC127700340,0.5321103427251478
LOC127700341,0.457018545257288
LOC127700383,0.24621103732279964
LOC127700407,0.8509937662734062
LOC127700409,-0.19702010995285793
LOC127700411,0.4104612685966036
LOC127700413,0.47354213381741284
LOC127700432,0.28264041809451323
LOC127700449,-0.10376193541576302
LOC127700466,0.38403807678717133
LOC127700500,0.1665702694327747
LOC127700530,0.3626528702532247
LOC127700561,0.2998299386555076
LOC127700579,0.36842065892664516
LOC127700592,1.0104902592406926
LOC127700601,0.2563755797318994
LOC127700646,-0.2513441772789842
LOC127700649,0.7889556110241022
LOC127700656,-0.07655365804043084
LOC127700681,1.404010231142985
LOC127700683,0.07391413373419865
LOC127700684,0.5471331274183031
LOC127700688,0.9392659874842045
LOC127700705,0.43477571056483516
LOC127700729,0.48493810099759416
LOC127700732,-1.5805993998418066
LOC127700754,-0.0977218516259623
LOC127700816,-0.7842919753977459
LOC127700820,0.3135369671878588
LOC127700822,-0.5812499307041591
LOC127700868,-1.8558275363782288
LOC127700873,0.38411328794590854
LOC127700874,0.18324263093616266
LOC127700904,0.10950029739242445
LOC127700912,-0.3598523395627282
LOC127700916,-0.7220984276533556
LOC127700919,0.032408198084441286
LOC127700924,0.14422451098923128
LOC127700932,-0.38082578119653193
LOC127700936,-0.27948418331200114
LOC127700939,0.2466128780318591
LOC127700956,-0.1579168070917533
LOC127700965,0.7528768224998077
LOC127700974,0.05362072977828183
LOC127700985,-0.14181115506238454
LOC127700989,0.18636967948018757
LOC127700990,0.8843843990999518
LOC127701000,0.5028918073168974
LOC127701015,-0.4738220005625026
LOC127701025,-0.055278924344278044
LOC127701028,-0.24529061265959848
LOC127701048,0.2235183037367737
LOC127701049,-0.05576390312454131
LOC127701050,-0.06630043692360546
LOC127701061,0.04526427291743936
LOC127701062,0.03795390216575675
LOC127701080,-0.300460229387184
LOC127701087,0.2235183037367737
LOC127701119,-0.3929812082793962
LOC127701133,1.0756612178265073
LOC127701134,-0.4449641578316542
LOC127701135,-0.2971015660659299
LOC127701139,-0.794071920573185
LOC127701140,0.047556251505631114
LOC127701141,-0.22021580048195255
LOC127701144,-0.5712851245019944
LOC127701145,0.24417992128610505
LOC127701146,0.06206899457005594
LOC127701147,-0.2046577771145919
LOC127701149,0.6905051039789143
LOC127701153,-0.0063647630494469394
LOC127701157,0.13238525217827737
LOC127701160,0.3227548235415743
LOC127701161,0.4166957952152209
LOC127701167,0.8238157169572669
LOC127701180,-0.07438385766995687
LOC127701182,0.16178605103908983
LOC127701221,0.3399192428286235
LOC127701231,-0.4886647531891403
LOC127701233,-0.028052252354009814
LOC127701262,0.1055658486919209
LOC127701264,0.17269521058807147
LOC127701268,-0.14013915238025101
LOC127701270,-1.0277464069206381
LOC127701277,-0.10786826667948116
LOC127701282,-0.01644648992382297
LOC127701296,0.7250912363704564
LOC127701298,-0.5087384451556758
LOC127701320,-0.17818135320084727
LOC127701324,-0.6423040609741635
LOC127701328,-0.5698478248575292
LOC127701332,1.168140988001627
LOC127701343,-0.41577226893650965
LOC127701351,-0.41577226893650965
LOC127701418,-0.00855920651150301
LOC127701421,0.4172889351478127
LOC127701449,-0.19640800766835453
LOC127701451,-0.052089042888294995
LOC127701468,-0.03382133426057926
LOC127701469,0.5658004819177782
LOC127701473,-0.03282927378767733
LOC127701485,-0.5025981757143076
LOC127701487,-0.36065993966343746
LOC127701495,-0.48365145611993515
LOC127701502,0.4227123955563669
LOC127701510,0.39888603554159396
LOC127701524,0.3168848370581962
LOC127701548,-0.0322508723470878
LOC127701549,-0.1491942977897417
LOC127701552,-0.09169567484176722
LOC127701562,-0.37112886166090486
LOC127701597,0.77412535929678
LOC127701605,-0.2803800654454193
LOC127701625,0.2664535732810606
LOC127701635,0.07934517729704799
LOC127701655,-0.32685202690071546
LOC127701656,-0.10742745599831396
LOC127701659,-0.047183343165334964
LOC127701661,-0.0429337580222543
LOC127701662,-0.5769072836467245
LOC127701663,0.4003290710918832
LOC127701686,0.1735146045758687
LOC127701706,-0.6374491143326313
LOC127701754,-0.29112106186522657
LOC127701763,0.3150280305451349
LOC127701789,-0.28883984005918123
LOC127701795,-0.2754670003786046
LOC127701802,1.38836781301673
LOC127701803,0.18852967653551386
LOC127701810,-0.19187316667781248
LOC127701814,0.09510440459522654
LOC127701838,-0.5382757360935182
LOC127701849,0.0672034778290034
LOC127701850,0.37714619333052657
LOC127701870,1.6011934890636095
LOC127701889,-0.8154558028178148
LOC127701895,0.5471360313539524
LOC127701901,0.2786789918619037
LOC127701937,-1.3115251283324967
LOC127701945,-0.08743505131733945
LOC127701950,0.15496051345244694
LOC127701984,0.427866856337208
LOC127702004,0.18463405328098992
LOC127702009,-0.37184499623259676
LOC127702010,0.14371411832661082
LOC127702019,-0.2522480968640987
LOC127702022,-0.2769422692648933
LOC127702024,-0.011463645038093925
LOC127702034,0.30604841971004
LOC127702069,0.053740071963701064
LOC127702076,1.2744535125577534
LOC127702079,0.6572760652130446
LOC127702084,-0.32945310316689724
LOC127702085,-0.5966288740299865
LOC127702120,0.4893300868135074
LOC127702121,-0.10048330245332372
LOC127702122,-0.011827401919475622
LOC127702128,-1.585301719583538
LOC127702132,0.41873237200092644
LOC127702133,0.25072554489957677
LOC127702136,0.35986867183510474
LOC127702154,0.45588664768404874
LOC127702155,0.059763377199783106
LOC127702198,1.0705825002525793
LOC127702205,1.0705825002525793
LOC127702222,0.27283778537281317
LOC127702228,0.32367657342428424
LOC127702270,-0.925447138728653
LOC127702274,0.3084933372997962
LOC127702283,0.3012222442111161
LOC127702286,-1.3714273563738875
LOC127702288,0.3954383241479377
LOC127702298,0.8742609166976852
LOC127702314,-0.8721559060559894
LOC127702315,-0.4556104676787157
LOC127702316,-0.23121449321598053
LOC127702334,-0.3138480368294878
LOC127702350,0.43414853614366533
LOC127702354,0.13170473155131615
LOC127702355,-0.05700859369813674
LOC127702362,-0.4393572488315465
LOC127702387,-0.4086204589928906
LOC127702410,-0.10498480791969163
LOC127702419,0.9364225718049402
LOC127702426,0.3499947407545866
LOC127702447,-0.3755714860766368
LOC127702450,1.0072303352164165
LOC127702453,-0.07435005218707605
LOC127702458,0.28961643722847147
LOC127702464,0.09607281738340168
LOC127702477,-0.10183123659958403
LOC127702509,0.19775558459539058
LOC127702512,0.20362662794292355
LOC127702513,0.5739339705288983
LOC127702524,-0.0251781509528079
LOC127702553,-0.6739191429383937
LOC127702591,-0.014127147603582592
LOC127702605,0.2611357316770183
LOC127702613,0.03430322949424053
LOC127702622,0.08742983101268592
LOC127702624,-0.7155372390451379
LOC127702655,-0.22357775544330344
LOC127702666,3.397349015557635
LOC127702670,-0.0358105048110221
LOC127702691,-0.6220630876595824
LOC127702710,-0.13939747933041885
LOC127702714,-0.28458863991534983
LOC127702715,0.30942323329399013
LOC127702719,-0.35196555539693564
LOC127702721,-0.17564635024771355
LOC127702737,0.33855891224462353
LOC127702739,0.16837453628024746
LOC127702759,-3.44216967600422
