gene_id,mean
LOC127698167,-0.6613116997314705
LOC127698174,0.3263052252213115
LOC127698181,-0.9884335507654642
LOC127698188,-0.3215582765806399
LOC127698198,0.38398895462817073
LOC127698199,1.0496018486498382
LOC127698259,0.09308599924554768
LOC127698263,0.04386147725845131
LOC127698272,0.4232254065224719
LOC127698338,-0.17818282601113086
LOC127698385,-0.32722955677992116
LOC127698395,0.1037820228062849
LOC127698408,0.44111520098656987
LOC127698410,0.2430417861432796
LOC127698474,-1.405728064428225
LOC127698480,-0.2539586311401156
LOC127698551,0.03931008078364925
LOC127698560,0.1877132922946778
LOC127698564,0.3393539892511927
LOC127698571,-1.5452607853294282
LOC127698596,-1.0687728243663401
LOC127698607,0.6966892376270045
LOC127698633,0.5027807883813769
LOC127698634,0.22042623053033047
LOC127698635,-0.2265715825611153
LOC127698650,0.003076200177240279
LOC127698657,0.626006380795834
LOC127698673,-0.6342063037222224
LOC127698679,-0.010036750606651344
LOC127698684,-0.46059592501613417
LOC127698725,1.5012691836340877
LOC127698758,0.30834878692663475
LOC127698771,0.6255719794917577
LOC127698780,-0.013824458658656696
LOC127698781,-0.6682740112496357
LOC127698783,-0.5353955811303401
LOC127698786,-0.44984354720267905
LOC127698798,-0.6824886021852968
LOC127698809,0.29681527098734584
LOC127698843,0.48467458317479456
LOC127698847,0.5313167466469431
LOC127698854,0.036971899550997854
LOC127698877,-0.015736592879227407
LOC127698878,0.36539584547300635
LOC127698893,0.036971899550997854
LOC127698908,-0.10790032812232336
LOC127698926,0.0169620599887729
LOC127698929,0.005810594509956586
LOC127698934,-0.3899110852873821
LOC127698935,-0.15961703619555084
LOC127698938,-0.5868100481287161
LOC127698939,0.7438931624536718
LOC127698941,0.19222986799241334
LOC127698945,0.020908806222317
LOC127698949,0.11774953370551978
LOC127698954,0.295856666688848
LOC127698959,-0.30319928867116275
LOC127698968,0.3206215621422814
LOC127698981,0.832751532222598
LOC127698983,-0.765784173313168
LOC127698986,-0.9784759450411412
LOC127698999,1.8619993465072047
LOC127699028,-0.17439323578120222
LOC127699065,0.028836839862718955
LOC127699067,-0.5105478116965896
LOC127699073,-0.8049286229410006
LOC127699088,0.03238582194091695
LOC127699117,0.7998772497100665
LOC127699136,-0.5122056501279248
LOC127699195,-0.9410755730950777
LOC127699201,-0.5007221926530142
LOC127699240,-0.24776152264597098
LOC127699252,-0.4688352374124333
LOC127699265,-0.2444606428699096
LOC127699297,0.4517373802173644
LOC127699369,-1.0359254474001482
LOC127699657,-0.2374690696306061
LOC127699683,0.0889598786580944
LOC127699759,-1.6802605656787648
LOC127699821,0.02868737255238203
LOC127699827,0.44976134065293827
LOC127699841,-0.025253919228164265
LOC127699853,0.24591938817348855
LOC127699909,0.5099879190826955
LOC127699935,-0.6727718035141642
LOC127699987,-0.6165019491534883
LOC127699990,-0.13535664571878708
LOC127700008,-0.9945435229749762
LOC127700015,0.23354594375484217
LOC127700018,-0.47943086245218675
LOC127700020,0.5480356311320321
LOC127700030,-0.6461438987620101
LOC127700032,-0.26178041339881586
LOC127700039,0.10137665423002008
LOC127700044,-0.8398392052186394
LOC127700051,0.2236402202610938
LOC127700053,0.41199815643332405
LOC127700054,-1.629186000560003
LOC127700060,0.5566443570892432
LOC127700068,-0.3851748562358125
LOC127700085,-0.34393872415198623
LOC127700153,-0.24017854447039033
LOC127700167,0.14374300662296052
LOC127700191,-0.4812483585074301
LOC127700200,0.21503296755657245
LOC127700210,-0.8021252252554666
LOC127700211,1.0833582350711604
LOC127700224,0.331663091894214
LOC127700226,1.55057977276733
LOC127700229,-0.05360888263216364
LOC127700231,0.18587068546931415
LOC127700237,0.5340492697488017
LOC127700238,0.21179631882785502
LOC127700250,0.7756241993367053
LOC127700253,-0.17503984937924968
LOC127700340,0.6766600837408218
LOC127700341,0.6720758634099412
LOC127700383,0.15192089042725213
LOC127700395,-0.11043718730533753
LOC127700404,-0.3486304337416479
LOC127700407,-0.034603947459285495
LOC127700409,0.6466181625073083
LOC127700411,-0.05361257558164423
LOC127700413,-0.13318207072820648
LOC127700432,0.08859865259428386
LOC127700449,0.18575371236041632
LOC127700466,0.10231298220890178
LOC127700530,0.32118577408652216
LOC127700561,0.311422449597439
LOC127700574,0.18059052734565006
LOC127700592,0.14048516729946864
LOC127700596,-0.35717891492848
LOC127700646,-0.22633168217708766
